% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.303103403e+06 +1.303103403e+06 +1.303139303e+06 +1.303139303e+06 -4.1797e+00 -6.4812e-01 +6.7111e-01 +2.4481e+00 -2.8771e+00 -7.8277e-01 +1.7233e+00 +2.7986e+00 +2.6177e+00 +3.1567e+00 -2.1395e+00 +2.0842e+00 +3.1819e+00 +2.5698e-01 +2.6977e+00 +3.4071e+00 -2.1731e+00 +1.4743e+00 +7.8066e-01 +6.2198e-01
2 +9.801338266e+05 +9.801338266e+05 +9.801697266e+05 +9.801697266e+05 +3.4653e+00 -4.1777e+00 +3.0690e+00 +2.9951e+00 -3.5849e+00 -4.5234e+00 +4.6889e+00 +1.8107e+00 +1.4575e+00 -7.9821e-01 -3.3309e+00 -4.0240e+00 -3.2300e+00 +4.0955e+00 +3.0224e+00 -3.0646e+00 -1.2717e-01 +2.6405e+00 +3.2569e-02 +1.5670e+00
32 +5.956713916e+05 +5.956713916e+05 +5.957072916e+05 +5.957072916e+05 +1.8074e+00 +4.0675e+00 +3.8378e+00 +3.1591e+00 +1.4504e+00 +4.9435e-01 +4.7392e+00 -7.3319e-01 -2.7618e+00 -1.8609e+00 +2.8105e+00 -2.5549e+00 +4.5683e+00 +4.1501e+00 +2.4736e+00 -4.8432e+00 +3.8727e+00 +3.9058e+00 -3.8599e+00 -9.7841e-01
42 +3.185786026e+05 +3.185786026e+05 +3.186145026e+05 +3.186145026e+05 -7.3834e-01 +8.2227e-01 +2.8680e+00 -1.7816e-02 -7.6916e-01 -2.6167e-01 +4.5251e+00 -9.3483e-01 -2.8689e+00 -3.6885e+00 +1.6691e+00 -1.8931e+00 +1.7700e+00 +1.3316e+00 +3.1829e+00 -5.0000e+00 +3.9476e+00 +5.0000e+00 +4.3168e-01 -3.4330e+00
158 +2.329746582e+05 +2.329746582e+05 +2.330105582e+05 +2.330105582e+05 +1.5502e+00 +5.0000e+00 +3.5747e+00 +6.9157e-01 +0.0000e+00 -1.1381e+00 +1.8028e-01 -4.6969e+00 -4.7566e+00 -3.1051e+00 -3.8085e-01 +7.6781e-01 +0.0000e+00 -6.1593e-03 +3.1613e+00 -4.6642e+00 +4.2163e+00 +4.3307e+00 -1.9756e+00 -4.1995e+00
269 +1.308815703e+05 +1.308815703e+05 +1.309174703e+05 +1.309174703e+05 +1.6876e+00 +4.2865e+00 +4.4450e+00 +1.6688e+00 -4.8944e+00 -5.0000e+00 -2.2404e+00 -2.6174e+00 +2.3044e-01 -1.9474e+00 -3.2013e+00 -4.8460e+00 -2.9139e+00 -8.5000e-01 +4.6084e+00 -4.7703e+00 +1.9168e+00 +4.4261e+00 -2.9585e+00 +3.0729e+00
324 +5.959335021e+04 +5.959335021e+04 +5.962925021e+04 +5.962925021e+04 +2.6975e+00 +4.2393e+00 +4.5001e+00 +5.0000e+00 -4.2590e+00 -5.0000e+00 +2.8055e+00 -3.4173e+00 -6.3270e-01 -4.7448e+00 -2.5672e+00 -5.0000e+00 -4.2943e+00 -4.5278e+00 +4.5817e+00 -4.5488e+00 +3.7967e-01 +4.5523e+00 -4.7406e+00 -2.3395e+00
386 +1.290802112e+04 +1.290802112e+04 +1.294392112e+04 +1.294392112e+04 -8.7889e-01 +5.0000e+00 +4.3931e+00 +5.0000e+00 -4.8620e+00 -5.0000e+00 -4.1444e+00 -5.0000e+00 -3.9010e-01 -3.7738e-01 -2.1066e+00 -5.0000e+00 -1.0073e+00 -5.0000e+00 +3.7048e+00 -4.6565e+00 -1.8212e-01 +4.7968e+00 -3.2531e+00 -4.6883e-01
400 +3.753940059e+03 +3.753940059e+03 +3.789840059e+03 +3.789840059e+03 -1.0769e+00 +2.7816e+00 +4.8725e+00 +5.0000e+00 -3.4154e+00 -4.7510e+00 -4.0678e+00 -5.0000e+00 -1.0824e+00 -3.4792e+00 -5.9866e-01 -2.7155e+00 +1.8089e-02 -2.1757e+00 +2.2514e+00 -5.0000e+00 +2.3521e-01 +4.9303e+00 -5.0000e+00 -3.4260e+00
644 +2.975431710e+02 +2.975431710e+02 +3.334431710e+02 +3.334431710e+02 +2.6039e+00 +2.6317e+00 +4.4920e+00 +5.0000e+00 -3.3620e+00 -4.8711e+00 -2.3448e+00 -4.9111e+00 -2.2128e-01 -3.7409e+00 -9.4360e-01 -2.8768e+00 -1.2472e+00 +5.6026e-01 +1.6361e+00 -5.0000e+00 -8.1353e-01 +4.9367e+00 -4.4280e+00 -3.6441e+00
