% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.426653349e+01 +7.426653349e+01 +5.732653349e+01 +5.732653349e+01 +8.2896e-01 +3.8986e+00 +4.6447e+00 +4.9095e+00 +2.7812e+00 -3.3066e+00 +2.0317e+00 -1.4496e+00 -2.7569e+00 -4.8262e+00 -7.5990e-01 -1.0228e+00 +2.0248e+00 +8.9683e-01 +1.8295e+00 +2.5226e+00 +4.5233e-01 -2.8124e+00 -1.7467e+00 +1.3966e+00
8 +4.938366828e+01 +4.938366828e+01 +3.244366828e+01 +3.244366828e+01 +3.5738e+00 +4.5802e-01 +4.4855e+00 -1.5457e+00 +7.4959e-01 -6.8569e-01 -3.4286e+00 -3.5913e+00 +2.6555e+00 -3.8260e+00 -3.0487e+00 +5.0783e-01 -3.7099e+00 -2.0306e+00 -1.5133e+00 +4.0413e+00 -1.1333e+00 +1.3789e+00 -2.4369e+00 -3.3476e+00
9 +3.385134075e+01 +3.385134075e+01 +1.691134075e+01 +1.691134075e+01 -4.1311e+00 -3.6755e+00 +4.7197e+00 -3.1515e+00 +2.0916e+00 +2.3668e-01 -3.4317e+00 -3.5088e+00 -1.3177e+00 -3.2701e+00 -3.2759e-01 +6.4036e-01 +3.6611e+00 -2.3177e+00 +1.6040e+00 -3.7345e+00 +1.5631e+00 +4.7508e+00 +3.4246e+00 +1.9623e+00
14 +2.245743860e+01 +2.245743860e+01 +5.517438600e+00 +5.517438600e+00 +3.0428e+00 -3.2189e+00 -4.8871e-01 +3.7076e+00 -1.5466e+00 +1.5303e+00 +4.6166e+00 -4.0066e+00 +2.0559e+00 +2.6764e+00 +4.6704e+00 -1.4043e-03 +8.7203e-01 -4.0024e+00 +2.7100e+00 +5.9884e-01 +3.0513e+00 +1.0698e+00 +1.4606e+00 -1.0052e+00
49 +1.169136230e+01 +1.169136230e+01 -5.248637700e+00 -5.248637700e+00 +3.3376e+00 -1.0018e+00 +4.2781e-02 -1.4167e+00 -7.0958e-01 +1.0372e+00 +4.9340e+00 +2.1926e+00 -2.9651e+00 -4.2348e-01 +2.3263e+00 +1.7507e+00 -2.3675e+00 -5.5405e-01 -1.4673e-01 +7.0764e-01 +4.3573e+00 +1.5736e+00 -3.5137e-01 +2.0543e+00
811 +6.943667397e+00 +6.943667397e+00 -9.996332603e+00 -9.996332603e+00 +3.2474e-01 +2.8817e+00 -3.6772e+00 +5.2730e-01 +4.4141e+00 +2.6023e-01 -1.4081e+00 -1.9330e+00 -2.5729e+00 -1.9227e+00 +5.1246e+00 +3.6354e+00 -9.9250e-01 +1.1640e+00 +1.9903e+00 +9.9815e-01 +2.9307e+00 -1.4402e+00 -1.7650e-01 +1.2408e+00
1603 +5.762572678e+00 +5.762572678e+00 -1.117742732e+01 -1.117742732e+01 +1.8975e+00 +1.0755e+00 -2.1681e+00 -7.6084e-01 +1.4152e+00 -2.9555e+00 +3.8163e+00 -9.0493e-01 +1.2941e+00 -3.8581e+00 +1.2150e+00 -1.5587e+00 -2.5608e+00 -3.6193e-02 +1.2800e+00 +3.4810e+00 +3.0635e+00 -1.7013e+00 +5.5706e-02 +2.3604e-01
2414 +3.163198930e+00 +3.163198930e+00 -1.377680107e+01 -1.377680107e+01 +3.8777e+00 +3.2569e+00 -3.6292e+00 +4.2060e-01 +1.0520e+00 -1.3641e+00 +2.7220e+00 -3.1345e+00 -1.4221e+00 -1.1401e+00 +2.6941e+00 +1.8276e+00 -1.8432e+00 -9.1855e-01 +2.6697e+00 +2.8664e+00 +3.8848e+00 +3.9464e-01 -6.6528e-01 +1.8208e+00
3633 +2.318732528e+00 +2.318732528e+00 -1.462126747e+01 -1.462126747e+01 +3.2957e+00 +2.3532e+00 -2.1681e+00 +8.5561e-01 -2.3032e-01 -1.3812e+00 +4.0987e+00 -1.4525e+00 +1.5168e-01 -1.5694e+00 +3.5510e+00 +1.2026e+00 -2.7651e+00 -5.7660e-01 +2.1279e+00 +2.5519e+00 +4.5225e+00 -7.8573e-01 -3.0327e-01 +1.6856e+00
4368 +1.444984398e+00 +1.444984398e+00 -1.549501560e+01 -1.549501560e+01 +3.8415e+00 +2.6631e+00 -1.9700e+00 +1.1474e+00 +1.4975e+00 -1.9254e+00 +2.8854e+00 -2.4564e+00 -3.8441e-01 -2.2508e+00 +4.0282e+00 +6.5315e-01 -2.0940e+00 -2.0152e+00 +2.4516e+00 +3.1598e+00 +3.6663e+00 +7.1862e-02 +1.1567e+00 +2.4621e+00
