% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.378724659e+07 +2.378724659e+07 +2.378719165e+07 +2.378719165e+07 -3.2899e+00 +6.3728e-02 -2.5970e+00 +1.0604e-01 -2.1999e+00 -9.3080e-01 -3.8357e+00 -2.0280e+00 +3.0687e+00 -3.3292e+00 -2.3110e+00 +1.5746e+00 +1.6284e+00 -1.4298e+00 +3.2416e+00 +2.1902e+00 +1.4866e+00 +5.8126e-01 +1.7374e+00 +1.5601e+00
2 +6.293400951e+06 +6.293400951e+06 +6.293346011e+06 +6.293346011e+06 +1.8824e+00 +1.1639e+00 +1.2330e+00 +3.1206e+00 -1.3404e+00 +3.6453e+00 -1.4673e+00 +1.5410e+00 -2.4613e+00 -1.9060e+00 -4.8410e+00 +1.1001e+00 +3.4567e+00 -2.9264e+00 -1.4176e+00 +1.6841e+00 -2.4805e+00 -1.1328e+00 -4.5279e+00 -3.5676e+00
54 +3.688477672e+06 +3.688477672e+06 +3.688422732e+06 +3.688422732e+06 -9.7586e-01 -4.9325e+00 +7.2687e-01 +5.0451e-01 -1.8174e+00 -2.9828e+00 +3.7496e+00 -4.9107e+00 -4.0290e+00 -2.4599e+00 -2.0335e+00 -7.0714e-01 -2.6160e+00 -7.9873e-01 -3.6215e+00 +1.3014e+00 -4.0591e+00 -1.3287e+00 -2.2392e+00 +8.5836e-01
311 +2.241297172e+06 +2.241297172e+06 +2.241242232e+06 +2.241242232e+06 -8.7155e-01 +3.3646e-01 -6.2878e+00 +5.2441e-01 -2.2315e+00 -9.2775e-01 +3.4084e+00 -3.5242e+00 +1.4330e+00 -8.8233e-01 +1.2938e+00 -6.1005e+00 -4.3797e+00 -2.5218e+00 +1.0186e+00 -2.1201e-01 +4.4781e-01 +4.1231e+00 -1.0844e+00 -1.4695e+00
507 +1.411304482e+06 +1.411304482e+06 +1.411249542e+06 +1.411249542e+06 -2.9738e+00 +8.9659e-01 -5.4434e+00 +4.3083e+00 -2.7747e+00 -1.5512e+00 -7.3363e-01 +3.0596e-01 -1.1148e+00 -2.6692e+00 -1.8366e+00 -3.4182e+00 +3.7542e-01 -3.0143e+00 -1.4631e+00 -2.2317e+00 -1.2293e+00 +1.3126e+00 +5.0906e-01 -4.5677e+00
515 +9.255254788e+05 +9.255254788e+05 +9.254705388e+05 +9.254705388e+05 -4.1657e+00 -2.2634e+00 -5.5100e+00 +5.4985e+00 -1.9130e+00 -3.4836e+00 -7.2495e-01 -1.9180e+00 +3.1094e+00 -1.1651e+00 +1.9732e+00 -1.7287e+00 +1.6498e+00 -2.7355e+00 +1.5853e+00 -8.5218e-01 -2.0232e+00 +3.3191e+00 +1.0854e+00 -5.1441e+00
1250 +6.189273688e+05 +6.189273688e+05 +6.188724288e+05 +6.188724288e+05 -1.0913e+00 +1.4400e-01 -9.2673e+00 +4.4984e+00 +1.1625e+00 +1.0147e+01 -3.4923e+00 -3.3066e+00 -1.6301e+00 -2.0493e+00 +7.5541e+00 +2.3642e+00 +3.4674e+00 +1.2093e+01 +2.3586e+00 +6.2690e+00 +7.5180e+00 +6.7330e+00 -2.3879e-01 -6.7767e+00
2129 +2.940065052e+05 +2.940065052e+05 +2.939515652e+05 +2.939515652e+05 -8.2891e+00 -3.5612e+00 -2.9618e+00 +5.6570e+00 +9.5935e-01 -1.4842e+00 -1.4755e+00 -9.0018e-01 +1.1698e+00 +3.1226e+00 -1.6372e-01 +2.4946e+00 +7.6218e+00 +2.1641e+00 +4.8148e+00 +5.0827e+00 +1.1855e+00 -3.2103e+00 -8.8504e-01 -2.9737e+00
2727 +2.419155990e+05 +2.419155990e+05 +2.418606590e+05 +2.418606590e+05 -6.3066e+00 +4.4391e-01 -4.7300e+00 +4.9409e+00 -1.0785e+00 -3.0061e+00 +5.5416e-01 -1.8493e+00 +5.5805e-01 -3.2321e+00 -2.5630e+00 -7.4605e+00 -1.3067e+00 -4.2133e+00 +1.9589e+00 +7.9587e-01 +2.9440e+00 +3.7339e+00 +6.7072e+00 +1.0135e+00
3352 +1.378971020e+05 +1.378971020e+05 +1.378421620e+05 +1.378421620e+05 -1.1081e+00 +6.3465e-01 -2.6709e+00 +8.4026e+00 +5.6417e+00 +1.4033e+01 -8.0272e+00 +1.1179e+00 -1.0015e+01 +2.1168e+00 +1.4532e+00 +1.1894e+00 -1.9063e+00 +2.2354e+00 -1.0960e+00 +6.5045e+00 +7.8066e+00 -9.5019e+00 -7.6734e+00 +4.5204e-01
