% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.627565637e+02 +4.627565637e+02 +4.535465637e+02 +4.535465637e+02 +4.1669e+00 -4.6480e+00 +1.0656e-01 -2.5463e+00 -4.5133e+00 +1.4293e+00 +8.6722e-01 +1.6395e+00 -5.3109e-01 -3.7600e+00 +2.2311e+00 -4.2849e+00 +1.3413e+00 -2.7858e+00 +4.8942e+00 +3.4896e+00 -1.5695e+00 -3.0346e+00 +3.5087e+00 +2.8728e+00
4 +3.745541776e+02 +3.745541776e+02 +3.653441776e+02 +3.653441776e+02 +2.4789e+00 +3.2600e+00 -2.5500e+00 +2.3040e+00 -1.5609e+00 +3.8992e+00 +4.0629e+00 -2.3472e-01 +2.3984e+00 +3.0663e+00 -2.7101e+00 -1.8224e+00 +5.2555e-01 -4.2537e+00 +3.5137e+00 -2.6299e+00 +1.3660e+00 +4.9721e+00 +4.3616e+00 -8.5328e-02
15 +2.503901423e+02 +2.503901423e+02 +2.411801423e+02 +2.411801423e+02 -3.9707e+00 -4.0095e+00 -1.5837e+00 -2.2920e+00 -8.3334e-01 -4.7233e+00 +4.7395e+00 +2.6659e+00 +4.3842e+00 +3.9527e+00 +3.1545e+00 +1.2467e+00 +4.1906e+00 +4.2642e+00 -4.2542e+00 +1.7539e+00 +3.4254e+00 +2.5603e+00 -3.0447e+00 +4.7666e+00
203 +1.421781744e+02 +1.421781744e+02 +1.329681744e+02 +1.329681744e+02 +3.1495e+00 +2.7770e+00 -1.5912e+00 +3.6104e+00 -3.2530e-02 +1.8036e+00 +7.9764e+00 +6.5851e+00 -3.8721e+00 -4.1246e+00 -3.6617e-01 -6.8234e-01 +1.8272e+00 +4.2078e+00 -3.9911e+00 -1.9797e+00 +3.0353e+00 +4.9519e+00 -5.0368e+00 +5.8102e+00
407 +9.553765850e+01 +9.553765850e+01 +8.632765850e+01 +8.632765850e+01 -2.3274e+00 -2.9945e+00 -2.9187e+00 +4.2209e+00 -6.2885e+00 +8.3518e+00 +1.4110e+01 +1.1471e+01 -3.1203e+00 -3.8546e+00 -3.7720e-01 -3.7489e+00 +7.2104e+00 +5.9027e+00 -4.7020e+00 -1.5491e+00 +7.2559e+00 +7.9662e+00 -1.0524e+01 +6.4295e+00
621 +5.872776515e+01 +5.872776515e+01 +4.951776515e+01 +4.951776515e+01 +2.1075e+00 +6.7305e+00 -3.9417e+00 +2.6664e+00 +5.2566e+00 +1.1122e+01 +1.5087e+01 +1.0490e+01 +3.8739e+00 -5.6730e+00 +7.3486e-01 -8.1534e+00 +2.2237e+01 +1.0717e+01 -8.8832e+00 -7.4258e+00 +1.1945e+01 +1.6389e+01 -4.7525e+00 +9.3731e+00
802 +3.909897084e+01 +3.909897084e+01 +2.988897084e+01 +2.988897084e+01 +4.8590e+00 +1.2800e+01 +5.7564e+00 +2.0118e+00 +3.3347e+00 +1.9360e+01 +2.0353e+01 +1.0526e+01 +4.2513e-01 -1.1465e+01 -4.7687e+00 -1.7991e+01 +1.9921e+01 +1.0313e+01 -3.4811e+00 -6.8382e+00 +7.4459e+00 +9.7703e+00 -6.4914e+00 +5.2935e+00
902 +1.543369041e+01 +1.543369041e+01 +6.223690408e+00 +6.223690408e+00 +4.2293e+00 -3.6474e+00 +3.1712e+00 +9.6625e+00 -5.6501e+00 +3.5973e+00 +2.1600e+01 +5.9119e+00 +9.8579e+00 -1.2572e+01 -5.0729e+00 -9.5475e+00 +2.2673e+01 +1.0887e+01 -1.0025e+01 -8.4633e+00 +1.6525e+01 +1.3994e+01 -5.6543e+00 +9.5732e+00
1052 +8.449739942e+00 +8.449739942e+00 -7.602600584e-01 -7.602600584e-01 +2.1482e+00 +3.0733e+00 +5.4358e+00 +8.4535e+00 -2.8919e+00 +1.2916e+01 +3.2285e+01 +1.0008e+01 +7.1790e+00 -1.6636e+01 -7.8904e+00 -1.3677e+01 +2.0134e+01 +9.3971e+00 -1.5124e+01 -1.1891e+01 +1.5064e+01 +1.5655e+01 -1.0992e+01 +1.3033e+01
1206 +1.517259634e+00 +1.517259634e+00 -7.692740366e+00 -7.692740366e+00 +5.5614e+00 +3.6559e+00 +6.2812e+00 +8.9195e+00 -5.4771e+00 +1.1751e+01 +3.1687e+01 +1.3542e+01 +1.2749e+01 -1.6805e+01 -1.1938e+01 -1.6297e+01 +2.4964e+01 +1.1549e+01 -1.6609e+01 -1.1254e+01 +2.4016e+01 +2.1448e+01 -1.3441e+01 +1.0183e+01
1257 +2.131628207e-14 +2.131628207e-14 -9.210000000e+00 -9.210000000e+00 +5.4472e+00 +1.1684e+01 +7.3753e+00 +1.7869e+01 -9.2511e+00 +1.5113e+01 +3.9009e+01 +1.0021e+01 +7.9518e+00 -1.5286e+01 -5.2279e+00 -1.6627e+01 +2.7753e+01 +1.6464e+01 -9.7629e+00 -1.2176e+01 +2.2319e+01 +1.9530e+01 -2.1142e+01 +7.7478e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.302357185e+02 +3.302357185e+02 +9.862257185e+02 +9.862257185e+02 +1.4507e+00 -1.0863e+00 +1.1477e+00 +3.0480e+00 -3.4346e+00 +2.7726e+00 -4.7223e+00 +7.8763e-02 -3.7120e+00 +6.7653e-01 +1.6897e+00 -4.0817e+00 +4.7327e+00 +4.0614e-01 +2.8352e+00 +2.3637e+00 -2.9613e+00 +4.7379e+00 +4.7121e+00 -1.8451e+00
108 +2.306237135e+02 +2.306237135e+02 +8.866137135e+02 +8.866137135e+02 -3.1348e+00 -4.8574e+00 +1.6434e+00 +1.2356e+00 +6.2947e+00 -9.7112e-01 -4.7479e+00 +1.1260e+00 +1.8232e+00 +1.1397e+00 +4.2680e+00 -5.3118e+00 -1.8752e+00 -8.5030e-01 +3.2080e+00 +5.2008e+00 -4.2857e+00 -3.1888e+00 +4.4354e+00 +3.8129e+00
306 +1.546359519e+02 +1.546359519e+02 +8.106259519e+02 +8.106259519e+02 +1.5008e-01 +2.9265e+00 +1.2100e+00 +9.8824e+00 +1.6337e+00 +3.1330e+00 +4.0644e+00 -5.9768e-03 -2.0754e+00 -2.3631e-01 +8.4954e+00 -1.8291e-02 +5.4448e+00 -6.3587e+00 +7.5866e+00 +5.7282e+00 -3.4205e-01 -4.5548e+00 +8.8956e+00 +7.3341e+00
546 +7.439544324e+01 +7.439544324e+01 +7.303854432e+02 +7.303854432e+02 +1.3786e+00 +4.6669e+00 -4.0061e+00 +1.4626e+01 +5.7678e+00 -4.5598e+00 -1.2207e+01 +6.2196e+00 -5.7683e+00 +2.3288e+00 +5.3407e+00 +1.2459e-01 +6.4520e+00 -5.9306e+00 +1.2756e+01 +9.3355e+00 -8.2077e+00 -5.2243e+00 +6.6017e+00 +7.3485e+00
909 +5.504705449e+01 +5.504705449e+01 +7.110370545e+02 +7.110370545e+02 -3.8612e+00 +5.7470e+00 -9.1010e+00 +3.6858e+00 -4.2599e+00 -1.0106e+01 -1.1339e+01 +2.8969e+00 -1.0562e+01 +3.1031e-01 +4.4228e+00 +2.8102e+00 +6.8362e+00 -1.1331e+01 +1.0951e+01 +8.4458e+00 -8.9841e+00 -5.4334e+00 +7.6913e+00 +5.9687e+00
1275 +3.522447506e+01 +3.522447506e+01 +6.912144751e+02 +6.912144751e+02 +6.4936e+00 +1.0523e+01 -5.5910e+00 +1.3919e+01 -2.3641e+00 -1.3144e+01 -9.0961e+00 +9.8731e+00 -7.0675e+00 -9.2464e+00 +1.6123e+01 +5.1640e+00 +9.7183e+00 -7.4301e+00 +2.5400e+00 +9.1456e+00 -6.9617e+00 -1.2693e+01 +1.5797e+01 +9.3287e+00
1593 +2.184136087e+01 +2.184136087e+01 +6.778313609e+02 +6.778313609e+02 +4.4900e-01 -2.5827e+00 -1.9336e+01 +1.2245e+01 -7.9724e+00 -1.6197e+01 -2.1344e+01 +5.2342e+00 -1.0652e+01 -4.9643e+00 +7.2399e+00 +4.5398e+00 +2.0313e+00 -1.4761e+01 +1.0941e+01 +6.9028e+00 -6.0111e+00 -5.6514e+00 +1.2200e+01 +6.7825e+00
1702 +1.563123035e+01 +1.563123035e+01 +6.716212304e+02 +6.716212304e+02 -1.5457e-01 -4.0069e+00 -2.4795e+01 +8.8488e+00 -1.2305e+01 -2.5156e+01 -2.5582e+01 +2.0860e+00 -2.0612e+01 -9.3841e+00 +1.3211e+01 +5.0053e+00 +4.4045e+00 -1.7516e+01 +1.2644e+01 +7.7218e+00 -1.6691e+01 -1.4478e+01 +1.0813e+01 +1.4834e+01
1804 +7.417567663e+00 +7.417567663e+00 +6.634075677e+02 +6.634075677e+02 +2.4451e+00 -6.9236e-01 -2.9513e+01 +1.9237e+01 -2.3896e+01 -2.5767e+01 -3.0093e+01 +1.3298e+01 -2.9231e+01 -7.7465e+00 +1.1350e+01 +1.1440e+01 +1.5216e+01 -1.2262e+01 +1.1117e+01 +6.7476e+00 -1.8348e+01 -1.0917e+01 +1.7556e+01 +1.3724e+01
1931 +4.206692994e+00 +4.206692994e+00 +6.601966930e+02 +6.601966930e+02 +7.9331e-01 -6.8913e+00 -4.3116e+01 +2.2798e+01 -2.0919e+01 -3.2892e+01 -3.2980e+01 +1.6414e+01 -2.7689e+01 -1.1631e+01 +1.2737e+01 +1.5916e+01 +6.4412e+00 -1.5765e+01 +1.8199e+01 +1.1940e+01 -1.8288e+01 -2.0418e+01 +2.5849e+01 +1.1937e+01
1981 +1.136868377e-13 +1.136868377e-13 +6.559900000e+02 +6.559900000e+02 +9.5857e+00 -8.9519e+00 -1.3733e+01 +3.8626e+01 -6.9944e+00 -2.9544e+01 -3.7939e+01 +1.4892e+01 -2.8290e+01 -8.1228e+00 +2.2464e+01 +9.6077e+00 +1.1956e+01 -9.1363e+00 +1.9802e+01 +2.1891e+01 -1.6402e+01 -2.2185e+01 +2.4601e+01 +8.1725e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.971430915e+02 +3.971430915e+02 +4.638530915e+02 +4.638530915e+02 -2.3970e+00 +1.3553e+00 +4.1118e+00 -3.2220e-01 -4.3118e+00 -3.4227e+00 +2.3108e+00 +4.6273e+00 +4.3811e+00 +2.8948e+00 -3.9338e+00 -2.8879e+00 -1.0009e+00 -4.4359e+00 -1.3579e+00 +1.5865e+00 -9.4985e-01 +4.6498e+00 -1.4824e+00 -3.4842e+00
