% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.125284289e+03 +3.125284289e+03 +3.155254289e+03 +3.155254289e+03 -5.5511e-01 -1.2238e+00 +4.4904e+00 +4.9794e+00 +7.2506e-01 +6.0862e-01 -1.0076e-01 +5.4126e-01 +1.7468e+00 -2.6171e+00 +1.7349e+00 +4.3497e+00 +9.6714e-01 +2.6835e+00 -1.6598e+00 +3.3295e-01 +4.4617e+00 +3.7320e-01 +2.3859e+00 +3.3115e+00
13 +2.367494423e+03 +2.367494423e+03 +2.397464423e+03 +2.397464423e+03 +4.3027e+00 +1.3046e+00 +8.8501e-01 -3.8226e+00 +1.3240e+00 +1.9554e+00 -2.6792e+00 -4.5321e+00 -3.1968e+00 +1.6595e+00 +1.0291e+00 -7.2185e-01 +4.6271e+00 -3.8174e+00 -1.6564e+00 +3.8076e+00 +2.2486e+00 -1.3447e+00 -1.9354e+00 +1.8962e+00
657 +1.418452958e+03 +1.418452958e+03 +1.448422958e+03 +1.448422958e+03 +3.8059e+00 -2.5654e+00 -3.3785e+00 -6.6932e-01 +8.5500e-01 +1.5492e+00 -2.6728e+00 -5.9926e+00 -1.5927e+00 -9.5188e-01 -1.5112e+00 +2.3148e+00 -1.9167e-02 -5.1006e-01 -2.6926e+00 +4.0445e+00 -3.7990e+00 -3.5378e-01 -3.7016e-01 -6.6854e+00
3119 +9.929142391e+02 +9.929142391e+02 +1.022884239e+03 +1.022884239e+03 +2.1199e+00 -1.6698e+00 -4.0566e+00 -2.4575e+00 +1.8679e+00 +4.5493e+00 -1.5714e+00 -3.9000e+00 +2.3622e+00 -2.4569e+00 +3.6770e+00 -6.2125e-01 +2.1156e+00 +2.6623e-01 -2.7216e-01 +2.0088e+00 -2.6569e+00 -3.2053e+00 +1.0995e+00 -1.2317e+00
5102 +6.217702008e+02 +6.217702008e+02 +6.517402008e+02 +6.517402008e+02 +2.8079e+00 -1.7014e+00 -4.5191e+00 -1.6741e+00 +2.4148e+00 +1.4565e+00 -5.0420e+00 -4.1975e+00 +8.1862e-01 -8.7615e-01 +1.5428e+00 -1.0010e+00 +3.9561e+00 +1.7582e+00 -3.2624e+00 +2.7857e+00 -3.6922e+00 -4.1856e-01 +6.9362e-01 -4.0470e+00
8135 +3.966189897e+02 +3.966189897e+02 +4.265889897e+02 +4.265889897e+02 +8.2647e-01 -1.1551e+00 -3.4910e+00 -1.8435e+00 +2.7561e+00 +2.2770e+00 -3.8816e+00 -4.1300e+00 +1.1904e+00 -2.3573e+00 +8.7162e-01 -8.0412e-01 +4.4630e+00 +1.2186e+00 -1.1190e+00 +3.3690e+00 -2.9180e+00 +9.8782e-01 +1.2209e+00 -3.5463e+00
10204 +2.483705625e+02 +2.483705625e+02 +2.783405625e+02 +2.783405625e+02 +1.2272e+00 -1.3346e+00 -3.6666e+00 -2.3810e+00 +2.9494e+00 +2.3181e+00 -3.6778e+00 -3.8208e+00 +7.3532e-01 -2.1597e+00 +8.7863e-01 -1.2994e+00 +3.4670e+00 +2.3082e+00 -1.6499e+00 +2.5041e+00 -2.6800e+00 +8.5792e-02 +1.5489e+00 -3.2338e+00
11174 +1.564747905e+02 +1.564747905e+02 +1.864447905e+02 +1.864447905e+02 +1.1478e+00 -1.5491e+00 -3.5535e+00 -1.8145e+00 +2.8415e+00 +2.9912e+00 -4.2890e+00 -3.6348e+00 +5.7689e-01 -1.7042e+00 +9.7026e-01 -1.5246e+00 +3.7241e+00 +1.8177e+00 -1.3409e+00 +2.8792e+00 -2.7615e+00 -4.8267e-01 +1.3676e+00 -3.1815e+00
13005 +8.638307198e+01 +8.638307198e+01 +1.163530720e+02 +1.163530720e+02 +8.2706e-01 -1.5692e+00 -3.4233e+00 -1.8935e+00 +3.1288e+00 +2.9704e+00 -4.1556e+00 -3.2969e+00 +5.9743e-01 -1.7404e+00 +1.0703e+00 -1.4925e+00 +3.7991e+00 +2.1815e+00 -1.5029e+00 +2.7135e+00 -2.7473e+00 -5.7194e-01 +1.5945e+00 -3.5405e+00
14258 +6.180279903e+01 +6.180279903e+01 +9.177279903e+01 +9.177279903e+01 +9.8197e-01 -1.6877e+00 -3.6485e+00 -2.0144e+00 +3.0269e+00 +3.3204e+00 -4.0730e+00 -3.3375e+00 +6.5862e-01 -1.9497e+00 +1.0587e+00 -1.5024e+00 +3.9590e+00 +2.1782e+00 -1.5357e+00 +2.6818e+00 -2.7610e+00 -6.3673e-01 +1.4776e+00 -3.6158e+00
