% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.952987855e+03 +7.952987855e+03 +7.490897855e+03 +7.490897855e+03 -2.0526e+00 -2.7758e+00 +4.9339e+00 -3.6866e+00 -7.4244e-01 -2.0807e+00 +4.9493e+00 -3.4236e+00 +4.7783e+00 -2.4331e+00 +5.6490e-01 -8.8771e-01 -3.7198e-01 -2.7933e+00 +9.0518e-01 +3.2813e+00 +3.9630e+00 +4.6116e+00 +4.8064e+00 +2.6565e+00
2 +1.022490752e+03 +1.022490752e+03 +5.604007523e+02 +5.604007523e+02 +3.9199e+00 -3.5696e-01 -2.7435e+00 -1.9791e-01 +3.2621e+00 +3.3964e+00 -3.7359e+00 -9.8351e-03 -3.2552e+00 -4.4446e-01 +2.0006e+00 -3.8883e+00 +1.7711e+00 -4.2949e+00 -4.5943e+00 +1.3983e-01 -4.1419e+00 +2.8566e+00 -4.1605e+00 +2.4878e+00
6 +9.372983146e+02 +9.372983146e+02 +4.752083146e+02 +4.752083146e+02 -4.7947e+00 +1.5187e+00 -2.4347e+00 -1.7859e+00 -4.4658e+00 +4.3493e+00 +6.5424e-01 -2.9598e+00 -4.6341e+00 -1.2114e+00 +5.3438e-01 -3.9887e+00 -2.3014e-01 -1.0261e-01 +9.6014e-01 -2.3763e+00 +6.9955e-01 +3.2983e+00 -1.4949e-01 -2.1381e+00
43 +5.059582424e+02 +5.059582424e+02 +4.386824243e+01 +4.386824243e+01 -3.0795e+00 -9.9405e-01 +5.8959e-01 -2.0396e-01 -3.6147e-01 -2.2065e+00 -5.2834e+00 -1.1781e+00 -2.0637e-01 -2.2634e+00 -2.2059e+00 -5.1145e+00 -1.9019e+00 -1.3148e+00 -2.3318e+00 -2.1823e+00 -1.9691e+00 +3.6836e+00 -3.5971e+00 +3.3478e+00
220 +3.954780492e+02 +3.954780492e+02 -6.661195082e+01 -6.661195082e+01 +2.3292e+00 +5.0000e+00 +4.9315e-01 -1.1379e-02 +1.4857e-01 +7.0200e-01 +3.5351e+00 +2.4265e+00 -1.1507e+00 +2.1460e+00 -1.7437e+00 -4.2708e+00 +8.4556e-01 -5.0000e+00 -1.9986e+00 -1.8962e+00 -2.7751e+00 +2.3953e+00 -3.7435e+00 +1.0203e+00
4917 +2.341811198e+02 +2.341811198e+02 -2.279088802e+02 -2.279088802e+02 +4.2949e-01 +1.3596e+00 +2.6955e+00 -1.8271e+00 +1.5081e+00 +7.1947e-01 +2.5293e+00 +3.2979e+00 +7.9736e-01 +1.1935e+00 -2.8067e+00 -3.0466e+00 -1.0692e+00 -2.5918e+00 +1.0828e-01 -3.5722e+00 -7.1202e-01 +1.3992e+00 -2.2597e+00 +1.9686e+00
17004 +1.531406597e+02 +1.531406597e+02 -3.089493403e+02 -3.089493403e+02 -1.5374e+00 +2.2651e+00 +4.4229e+00 -9.6321e-01 +3.1785e+00 +1.3842e+00 +3.4113e+00 +2.5695e+00 +1.7118e+00 +1.0183e-01 -2.1089e+00 -3.4315e+00 -5.3325e-01 -3.5895e+00 -1.7323e+00 -3.5296e+00 -1.3835e+00 +3.8356e+00 -2.1751e+00 +1.4285e+00
18207 +9.956838966e+01 +9.956838966e+01 -3.625216103e+02 -3.625216103e+02 -1.4461e+00 +2.5258e+00 +3.9421e+00 -8.9249e-01 +3.7407e+00 +1.3437e+00 +3.2842e+00 +2.5669e+00 +1.7515e+00 +1.2377e-01 -2.1949e+00 -3.3024e+00 -5.9718e-01 -3.5565e+00 -1.8294e+00 -3.5564e+00 -1.5003e+00 +3.7629e+00 -2.1716e+00 +1.5067e+00
19562 +6.287185296e+01 +6.287185296e+01 -3.992181470e+02 -3.992181470e+02 -1.3775e+00 +2.3745e+00 +3.9899e+00 -7.4871e-01 +3.1463e+00 +1.3840e+00 +3.2518e+00 +2.6041e+00 +1.7244e+00 +9.4805e-02 -2.1973e+00 -3.2602e+00 -6.8997e-01 -3.5373e+00 -1.7919e+00 -3.5578e+00 -1.4436e+00 +3.7561e+00 -2.2145e+00 +1.5146e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
