% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.380317387e+04 +1.380317387e+04 +1.334108387e+04 +1.334108387e+04 +3.7378e+00 -4.8896e+00 +2.7013e+00 +4.3287e+00 -3.3731e+00 +4.8202e+00 -1.8073e+00 -1.1119e+00 +4.3561e+00 +4.4889e+00 -3.2589e+00 +5.1582e-01 -3.7992e+00 -2.4214e-01 +3.0869e-01 -9.5978e-01 +4.2198e+00 -3.5120e+00 -5.3702e-01 -1.9717e+00
2 +1.930061255e+03 +1.930061255e+03 +1.467971255e+03 +1.467971255e+03 +1.6763e+00 +3.7323e+00 -4.7840e+00 +2.6562e+00 -1.0766e+00 +2.6247e+00 +1.1937e+00 +4.4445e+00 +2.2548e+00 -1.8841e+00 -3.9384e+00 +8.6007e-01 -3.3069e+00 +3.1227e+00 -3.8858e+00 +2.3892e+00 -2.1880e+00 -2.7367e+00 +3.0691e+00 -4.8773e+00
17 +1.455835090e+03 +1.455835090e+03 +9.937450901e+02 +9.937450901e+02 -3.3144e+00 +4.7199e+00 +3.2676e+00 -4.5558e+00 -5.3382e-01 +2.3962e+00 -3.2845e+00 -1.0169e+00 +2.4986e+00 +4.3174e+00 +3.6431e+00 -1.8609e-01 -1.2531e+00 +1.1643e+00 -1.8111e+00 -1.0206e+00 -4.5046e+00 +2.2527e+00 -2.8268e-01 +2.3156e+00
34 +9.716084412e+02 +9.716084412e+02 +5.095184412e+02 +5.095184412e+02 -3.7308e-01 -7.4397e-02 -3.6156e+00 +3.5116e+00 -1.0461e-02 -1.4739e+00 -3.7440e+00 +4.9965e+00 -3.1287e+00 -2.0331e+00 -3.7249e-01 -1.5141e-01 -4.3001e+00 +8.4074e-01 -1.1001e+00 -3.3130e+00 -2.4000e+00 +1.2836e+00 +2.8450e+00 -2.2003e+00
504 +6.056513652e+02 +6.056513652e+02 +1.435613652e+02 +1.435613652e+02 +2.1215e+00 +4.7234e+00 +5.1795e-01 -2.0414e+00 +1.1827e+00 -1.5944e+00 +1.3368e-01 +4.2232e+00 -3.0539e+00 -3.7203e-01 +6.7215e-01 -3.2479e+00 -1.9796e+00 -8.2308e-01 -7.9214e-01 -2.4430e+00 -5.8017e-01 -7.0863e-01 -1.1038e-01 +1.7396e+00
1233 +3.168763968e+02 +3.168763968e+02 -1.452136032e+02 -1.452136032e+02 -1.8720e-01 +4.1118e+00 -5.3846e-01 -1.5948e+00 -1.4658e+00 +1.0857e-01 -4.4635e-01 +5.0494e+00 +1.2086e+00 +1.1632e+00 +2.6769e+00 -4.5004e+00 -2.2752e+00 -2.0266e+00 +8.6597e-01 -3.9138e+00 -1.3889e+00 +9.4757e-01 +2.0325e+00 +6.2284e-01
2101 +2.468979091e+02 +2.468979091e+02 -2.151920909e+02 -2.151920909e+02 +3.2536e-01 +3.1943e+00 -2.2606e+00 -9.4427e-01 +8.9482e-01 +2.9718e+00 -9.3364e-01 +2.5484e+00 +1.0074e+00 +1.9380e-01 +1.4955e-01 -2.9713e+00 -3.8540e-01 -2.2649e+00 +5.5276e-01 -2.4228e+00 -1.8676e-01 +2.6289e+00 +2.0937e+00 +1.4539e+00
4847 +1.563153506e+02 +1.563153506e+02 -3.057746494e+02 -3.057746494e+02 +7.4724e-01 +1.3197e+00 +5.5997e-01 +6.1196e-01 +7.4972e-01 +2.5746e+00 +1.2757e+00 +3.7592e+00 +5.2928e-01 +9.1777e-02 +1.6455e+00 -4.3774e+00 -8.2684e-01 -2.6466e+00 +4.7588e-01 -3.8575e+00 -8.2655e-02 +2.6401e+00 +1.7952e+00 +9.4495e-01
11906 +9.459586994e+01 +9.459586994e+01 -3.674941301e+02 -3.674941301e+02 +2.6554e-01 +1.3397e+00 +1.5998e+00 +1.6113e+00 +8.5291e-01 +2.7977e+00 +1.2747e+00 +2.0217e+00 +1.1698e+00 +1.1289e-01 +2.0569e+00 -4.1974e+00 -8.3281e-01 -4.6236e+00 +9.2573e-01 -3.4997e+00 +4.6146e-02 +2.9477e+00 +2.5235e+00 +1.5436e+00
17503 +6.280448490e+01 +6.280448490e+01 -3.992855151e+02 -3.992855151e+02 +3.7335e-01 +2.3945e+00 +1.2237e+00 -6.8470e-01 +1.3818e+00 +3.8207e+00 +1.7880e+00 +2.0265e+00 +1.1836e+00 +1.3677e-02 +2.2038e+00 -4.3891e+00 -3.6032e-01 -3.4169e+00 +1.3465e+00 -3.0235e+00 -8.3291e-02 +3.3269e+00 +2.5387e+00 +1.4816e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.482653375e+03 +2.482653375e+03 +2.560313375e+03 +2.560313375e+03 +3.0789e+00 -1.4532e+00 +2.1830e-01 +4.6289e+00 +3.4464e-01 -9.5759e-01 +2.5972e-01 -1.7967e-01 -3.6313e+00 -3.7095e+00 -8.2510e-01 -3.9871e+00 +4.6467e-02 -2.0247e+00 -2.3320e+00 -1.5561e+00 -1.5990e+00 -1.9663e+00 +3.9874e+00 +1.9956e+00
11 +9.523379985e+02 +9.523379985e+02 +1.029997998e+03 +1.029997998e+03 -4.6803e+00 -3.2349e+00 -2.5660e+00 -1.1739e+00 +1.3980e+00 +4.7420e+00 -1.1606e+00 -2.4725e-01 -4.7266e+00 -2.9752e+00 +1.7893e+00 -8.6803e-01 -1.3501e-01 -3.5643e+00 +1.8513e+00 -4.2549e+00 -4.2930e+00 +8.5545e-01 +2.2373e+00 -1.3623e+00
476 +5.338149776e+02 +5.338149776e+02 +6.114749776e+02 +6.114749776e+02 +8.8927e-01 +1.3241e-01 +1.5044e+00 +2.6450e-01 +2.7005e+00 -6.3160e-01 -3.9481e+00 -7.6365e-01 +3.6058e-01 -2.9230e+00 +3.1208e+00 +1.2460e+00 +6.7524e-02 -2.6841e+00 +1.2984e+00 +1.0404e+00 -1.2928e+00 +6.3365e-01 +2.1988e+00 -5.9253e-01
1301 +3.753014191e+02 +3.753014191e+02 +4.529614191e+02 +4.529614191e+02 +3.1931e-01 -1.2885e-01 -1.5803e+00 +4.1328e-01 +2.9448e-01 +4.5247e-01 -2.4413e+00 +7.6783e-01 -1.7532e+00 -3.4364e+00 +1.5751e+00 -8.9431e-01 -2.0990e+00 +2.7026e-01 +1.9653e+00 +1.9486e-01 +1.5872e-01 -4.9708e-01 +7.4695e-01 -2.4323e+00
2403 +2.073328070e+02 +2.073328070e+02 +2.849928070e+02 +2.849928070e+02 +1.1176e+00 +1.1828e-01 -8.2622e-01 +1.7317e+00 +1.5373e-01 -1.9632e+00 -1.6970e+00 -1.7438e+00 -8.6709e-01 -4.9233e+00 +2.5088e+00 +1.5570e+00 -3.2599e-01 -1.5604e+00 +2.7766e+00 +9.7263e-01 -6.2198e-01 -3.0867e+00 +1.2705e+00 -3.2004e+00
4008 +1.339721880e+02 +1.339721880e+02 +2.116321880e+02 +2.116321880e+02 +3.3740e-01 -8.4529e-01 -3.3082e-01 +2.3913e+00 +5.0648e-02 +1.8088e-01 -1.3949e+00 +2.6541e-01 -5.2294e-01 -2.4918e+00 +2.4617e+00 -1.9563e-01 +2.6681e-01 -1.6506e+00 +2.4058e+00 +1.8463e+00 -7.6793e-01 -2.1168e+00 +1.7595e+00 -2.4682e+00
11401 +8.434977568e+01 +8.434977568e+01 +1.620097757e+02 +1.620097757e+02 +6.4800e-01 +6.3920e-02 +2.6787e-01 +2.5127e+00 +1.0590e+00 -5.6982e-01 +5.9013e-01 -6.8169e-01 -9.5756e-01 -4.5678e+00 +2.6254e+00 +1.1377e+00 -1.9552e-01 -2.0040e+00 +2.3821e+00 +1.2877e+00 -4.5916e-02 -2.3909e+00 +1.9636e+00 -3.1562e+00
16601 +6.241046518e+01 +6.241046518e+01 +1.400704652e+02 +1.400704652e+02 +5.9083e-01 -1.7894e+00 +3.2202e-01 +4.2041e+00 +2.5198e+00 -5.9259e-01 -4.5596e-02 -6.9249e-01 +1.0527e-01 -3.7888e+00 +2.4263e+00 -2.4944e-01 -1.9332e-01 -1.6098e+00 +2.7995e+00 +9.2784e-01 -4.9598e-01 -3.1117e+00 +1.9921e+00 -3.4570e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
